data,output,timestamp
"{""background"": "".gradio\\flagged\\data\\e46c04f0f8c99844d95f\\background.png"", ""layers"": ["".gradio\\flagged\\data\\795ded3993e9db6219eb\\layer_0.png""], ""composite"": "".gradio\\flagged\\data\\75951f14ab8bfa5d200a\\composite.png"", ""id"": null}","{""label"": ""5"", ""confidences"": [{""label"": ""5"", ""confidence"": 0.6177434921264648}, {""label"": ""7"", ""confidence"": 0.2287893146276474}, {""label"": ""3"", ""confidence"": 0.13021321594715118}, {""label"": ""2"", ""confidence"": 0.02325381711125374}, {""label"": ""8"", ""confidence"": 9.614312546091242e-08}, {""label"": ""6"", ""confidence"": 2.411192911999649e-10}, {""label"": ""0"", ""confidence"": 1.4649311494766004e-13}, {""label"": ""1"", ""confidence"": 2.235092307699524e-16}, {""label"": ""9"", ""confidence"": 7.201702729597856e-19}, {""label"": ""4"", ""confidence"": 9.307380892692144e-31}]}",2026-02-16 12:08:30.410548
